SCHOOL_YEAR,DATA_LEVEL,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_NAME,SCHOOL_NUMBER,SCHOOL_NAME,SURVEY_TOPIC,QUESTION_LABEL_LONG_DESCR,SURVEY_QUESTION,GRADE_GROUP_DESCRIPTION,NON_EXCLUDED_RESPONSES,MANY_OR_ALL_RESPONSES,MANY_OR_ALL_PCT
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444026,Windsor Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,39,25,64
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444026,Windsor Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,39,28,72
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444026,Windsor Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,39,24,62
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444036,Carson Graham Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444036,Carson Graham Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444036,Carson Graham Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444036,Carson Graham Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444047,Seycove Secondary Community,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,51,37,73
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444047,Seycove Secondary Community,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,50,27,54
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444047,Seycove Secondary Community,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,51,36,71
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444047,Seycove Secondary Community,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,50,30,60
2010/2011,SCHOOL LEVEL,BC Public School,45,West Vancouver,4545010,Sentinel Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,14,12,86
2010/2011,SCHOOL LEVEL,BC Public School,45,West Vancouver,4545010,Sentinel Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,14,8,57
2010/2011,SCHOOL LEVEL,BC Public School,45,West Vancouver,4545010,Sentinel Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,14,11,79
2010/2011,SCHOOL LEVEL,BC Public School,45,West Vancouver,4545010,Sentinel Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,14,9,64
2010/2011,SCHOOL LEVEL,BC Public School,45,West Vancouver,4545015,West Vancouver Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,65,51,78
2010/2011,SCHOOL LEVEL,BC Public School,45,West Vancouver,4545015,West Vancouver Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,65,44,68
2010/2011,SCHOOL LEVEL,BC Public School,45,West Vancouver,4545015,West Vancouver Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,63,47,75
2010/2011,SCHOOL LEVEL,BC Public School,45,West Vancouver,4545015,West Vancouver Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,60,37,62
2010/2011,SCHOOL LEVEL,BC Public School,45,West Vancouver,4545081,Rockridge Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,55,52,95
2010/2011,SCHOOL LEVEL,BC Public School,45,West Vancouver,4545081,Rockridge Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,55,39,71
2010/2011,SCHOOL LEVEL,BC Public School,45,West Vancouver,4545081,Rockridge Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,52,42,81
2010/2011,SCHOOL LEVEL,BC Public School,45,West Vancouver,4545081,Rockridge Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,53,38,72
2010/2011,SCHOOL LEVEL,BC Public School,46,Sunshine Coast,4646008,Elphinstone Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,20,15,75
2010/2011,SCHOOL LEVEL,BC Public School,46,Sunshine Coast,4646008,Elphinstone Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,20,11,55
2010/2011,SCHOOL LEVEL,BC Public School,46,Sunshine Coast,4646008,Elphinstone Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,19,17,89
2010/2011,SCHOOL LEVEL,BC Public School,46,Sunshine Coast,4646008,Elphinstone Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,19,12,63
2010/2011,SCHOOL LEVEL,BC Public School,46,Sunshine Coast,4646012,Pender Harbour Elem-Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,11,7,64
2010/2011,SCHOOL LEVEL,BC Public School,46,Sunshine Coast,4646012,Pender Harbour Elem-Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,11,5,45
2010/2011,SCHOOL LEVEL,BC Public School,46,Sunshine Coast,4646012,Pender Harbour Elem-Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,11,10,91
2010/2011,SCHOOL LEVEL,BC Public School,46,Sunshine Coast,4646012,Pender Harbour Elem-Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,11,6,55
2010/2011,SCHOOL LEVEL,BC Public School,46,Sunshine Coast,4646017,Chatelech Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,11,6,55
2010/2011,SCHOOL LEVEL,BC Public School,46,Sunshine Coast,4646017,Chatelech Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,11,3,27
2010/2011,SCHOOL LEVEL,BC Public School,46,Sunshine Coast,4646017,Chatelech Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,11,5,45
2010/2011,SCHOOL LEVEL,BC Public School,46,Sunshine Coast,4646017,Chatelech Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,10,6,60
2010/2011,SCHOOL LEVEL,BC Public School,47,Powell River,4747021,Brooks Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,14,6,43
2010/2011,SCHOOL LEVEL,BC Public School,47,Powell River,4747021,Brooks Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,14,6,43
2010/2011,SCHOOL LEVEL,BC Public School,47,Powell River,4747021,Brooks Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,14,9,64
2010/2011,SCHOOL LEVEL,BC Public School,47,Powell River,4747021,Brooks Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,14,5,36
2010/2011,SCHOOL LEVEL,BC Public School,48,Sea to Sky,4848004,Howe Sound Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,22,15,68
2010/2011,SCHOOL LEVEL,BC Public School,48,Sea to Sky,4848004,Howe Sound Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,22,7,32
2010/2011,SCHOOL LEVEL,BC Public School,48,Sea to Sky,4848004,Howe Sound Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,22,14,64
2010/2011,SCHOOL LEVEL,BC Public School,48,Sea to Sky,4848004,Howe Sound Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,22,9,41
2010/2011,SCHOOL LEVEL,BC Public School,48,Sea to Sky,4848016,Don Ross Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,48,Sea to Sky,4848016,Don Ross Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,48,Sea to Sky,4848016,Don Ross Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,48,Sea to Sky,4848016,Don Ross Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,48,Sea to Sky,4848021,Pemberton Secondary School,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,48,Sea to Sky,4848021,Pemberton Secondary School,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,48,Sea to Sky,4848021,Pemberton Secondary School,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,48,Sea to Sky,4848021,Pemberton Secondary School,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,48,Sea to Sky,4848022,Whistler Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,13,8,62
2010/2011,SCHOOL LEVEL,BC Public School,48,Sea to Sky,4848022,Whistler Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,13,6,46
